Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_GB,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5467139,2017/4/21 17:24,2017/4/21 17:10,65016337,19634933774,65016337,302,9.51,9737,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5467139/SRR5467139.1,SRX2752505,AUHHP,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104754,PRJNA365462,,365462,SRS2138006,SAMN06265209,simple,942017,activated sludge metagenome,Gp0123886,,,,,,,no,,,,,JGI,SRA556101,,public,2B1B527FB160FD5CCAC6B5848A56A21F,C3BA90DA0DC8CEC0231E92A1190FDF59
SRR5467140,2017/4/21 17:01,2017/4/21 16:52,39364800,11888169600,39364800,302,4.68,4795,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5467140/SRR5467140.1,SRX2752506,ATZPH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP104754,PRJNA365462,,365462,SRS2138006,SAMN06265209,simple,942017,activated sludge metagenome,Gp0123886,,,,,,,no,,,,,JGI,SRA556101,,public,E093B9263D5E29B8D47A640B69873517,EC7FA82FC855A07617203817C12250A7
SRR6032600,2019/10/1 0:30,2017/9/13 14:30,176522888,52956866400,176522888,300,19.82,20294,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6032600/SRR6032600.1,SRX3182729,C_2_cDNA_1,WGA,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP117610,PRJNA406858,,406858,SRS2511329,SAMN07632946,simple,942017,activated sludge metagenome,Activated sludge,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA607777,,public,64B3C15332436BF51A2E24819FCEC1A3,E4C1773B9AFE630BBB291DF1F31FEB01
SRR6032604,2019/10/1 0:30,2017/9/13 14:24,172015339,51604601700,172015339,300,19.32,19784,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6032604/SRR6032604.1,SRX3182725,B_2_cDNA_1,WGA,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP117610,PRJNA406858,,406858,SRS2511329,SAMN07632946,simple,942017,activated sludge metagenome,Activated sludge,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA607777,,public,5B9D88EC010AAF26D456889EBB0083AA,EA715E0DDA929414BC33C4B1181725BF
SRR6032605,2019/10/1 0:30,2017/9/13 14:40,182398796,54719638800,182398796,300,20.74,21241,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6032605/SRR6032605.1,SRX3182724,E_2_cDNA_1,WGA,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP117610,PRJNA406858,,406858,SRS2511329,SAMN07632946,simple,942017,activated sludge metagenome,Activated sludge,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA607777,,public,D8771B265EFAD1AC317EF77D80D88CB7,CE761DEB46D69633F56D16B3AA86102D
SRR6049586,2017/9/19 2:13,2017/9/19 2:10,28870110,8718773220,28870110,302,3.79,3878,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005907/SRR6049586,SRX3196584,ASGHT,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118009,PRJNA405869,,405869,SRS2523693,SAMN07631327,simple,942017,activated sludge metagenome,Gp0119682,,,,,,,no,,,,,JGI,SRA609196,,public,D40446C736DAB4ABAB2500C57FF1E36F,2C9C9EDDB27FF48AADBDA71EFA1D8212
SRR6050482,2017/9/19 11:44,2017/9/19 11:33,53895801,16276531902,53895801,302,7.90,8093,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050482,SRX3197482,AUSPS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118090,PRJNA405966,,405966,SRS2524561,SAMN07631057,simple,942017,activated sludge metagenome,Gp0123887,,,,,,,no,,,,,JGI,SRA609297,,public,B95D5DD262591D7EF912E8205D3584CD,A5DEB2C66AD8D6F184FD9CC03BEAA521
SRR6050483,2017/9/19 12:04,2017/9/19 11:47,74097612,22377478824,74097612,302,11.54,11815,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050483,SRX3197483,AUHPC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118091,PRJNA405961,,405961,SRS2524562,SAMN07631052,simple,942017,activated sludge metagenome,Gp0123876,,,,,,,no,,,,,JGI,SRA609296,,public,EC97057E1C84E17E0A502F0BC15C8C57,5D83706311E00E7694AE0BB8FBD4D871
SRR6050528,2017/9/19 12:30,2017/9/19 12:10,72027549,21752319798,72027549,302,11.94,12223,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050528,SRX3197495,ATZGZ,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118093,PRJNA405962,,405962,SRS2524574,SAMN07631053,simple,942017,activated sludge metagenome,Gp0123877,,,,,,,no,,,,,JGI,SRA609298,,public,0C13A8DC7A8A184BBE0344D742E8B4ED,F39BE593FE62CF2C66D6A7E462D04B82
SRR6050643,2017/9/19 12:15,2017/9/19 12:02,33289874,10053541948,33289874,302,4.72,4834,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050643,SRX3197610,AUSPU,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118100,PRJNA405963,,405963,SRS2524689,SAMN07631054,simple,942017,activated sludge metagenome,Gp0123882,,,,,,,no,,,,,JGI,SRA609317,,public,BC972E1375DA6C51AB3013A29E478860,E30241350125A664F04CBB9EB3832A69
SRR6050698,2017/9/19 12:24,2017/9/19 12:16,32509766,9817949332,32509766,302,4.51,4621,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050698,SRX3197665,AUHPO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118102,PRJNA405964,,405964,SRS2524744,SAMN07631055,simple,942017,activated sludge metagenome,Gp0123883,,,,,,,no,,,,,JGI,SRA609349,,public,55482F1A327CB66BD5E5C7EFEF36CEBA,BEBDE4A08DF4A38B01F3937F459B747D
SRR6050716,2017/9/19 12:38,2017/9/19 12:25,48851107,14753034314,48851107,302,6.73,6887,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050716,SRX3197683,AUTTB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118103,PRJNA405967,,405967,SRS2524763,SAMN07631058,simple,942017,activated sludge metagenome,Gp0123893,,,,,,,no,,,,,JGI,SRA609347,,public,C16F6306EE619080671DCED1C1442DDF,B7D41F60A2209C1853C21D101718A084
SRR6050738,2017/9/19 13:48,2017/9/19 13:28,65642801,19824125902,65642801,302,10.92,11179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/005908/SRR6050738,SRX3197705,ATZHC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118105,PRJNA405965,,405965,SRS2524786,SAMN07631056,simple,942017,activated sludge metagenome,Gp0123884,,,,,,,no,,,,,JGI,SRA609351,,public,579531863985D2BA56CA4EA40A2CCA7C,EE212812AE82B40587402BC9CFC8AA51
SRR6253161,2017/11/3 14:20,2017/11/3 14:13,30578635,9234747770,30578635,302,3.92,4012,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR6253161/SRR6253161.1,SRX3360055,ASGHW,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123585,PRJNA405870,,405870,SRS2659018,SAMN07631328,simple,942017,activated sludge metagenome,Gp0119684,,,,,,,no,,,,,JGI,SRA628112,,public,19415F84218D605E7056A95B1EAF192C,BA8C299CE4076D8979DD46D3B0BF3488
SRR6253256,2017/11/3 15:18,2017/11/3 15:09,27563709,8324240118,27563709,302,3.64,3728,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006106/SRR6253256,SRX3360150,ASGNG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123590,PRJNA405873,,405873,SRS2659113,SAMN07631331,simple,942017,activated sludge metagenome,Gp0119691,,,,,,,no,,,,,JGI,SRA628118,,public,57FFA323153BFB078DE2F7F5252E0F8B,182136EA99475B10D315938AE241748E
SRR6253579,2017/11/3 15:53,2017/11/3 15:45,28524147,8614292394,28524147,302,3.63,3720,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR6253579/SRR6253579.1,SRX3360348,ASGNC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123598,PRJNA405872,,405872,SRS2659261,SAMN07631330,simple,942017,activated sludge metagenome,Gp0119690,,,,,,,no,,,,,JGI,SRA628127,,public,98197AB49F7DAE5D296142634E1AEB3B,0A309CBD8587E588C8734A469F993A71
SRR6254351,2017/11/3 16:48,2017/11/3 15:57,28930724,8737078648,28930724,302,3.79,3884,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006107/SRR6254351,SRX3361120,ASGNH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123599,PRJNA405874,,405874,SRS2659808,SAMN07631332,simple,942017,activated sludge metagenome,Gp0119692,,,,,,,no,,,,,JGI,SRA628130,,public,70DB9F76E0C413A79D64A6BD9CE9EB0E,05E48F321A4BABC017E32C05014F46AF
SRR6254352,2017/11/3 18:18,2017/11/3 16:11,30706696,9273422192,30706696,302,4.00,4093,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006107/SRR6254352,SRX3361121,ASGNN,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123600,PRJNA405875,,405875,SRS2659809,SAMN07631333,simple,942017,activated sludge metagenome,Gp0119693,,,,,,,no,,,,,JGI,SRA628144,,public,2E6FA8CA70121D9F27ED2342C8E0F09E,482F4EFED19F8536D2796ED2BC310D23
SRR6254353,2017/11/3 18:00,2017/11/3 16:02,27835299,8406260298,27835299,302,3.75,3840,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006107/SRR6254353,SRX3361122,ASGNB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123601,PRJNA405871,,405871,SRS2659810,SAMN07631329,simple,942017,activated sludge metagenome,Gp0119689,,,,,,,no,,,,,JGI,SRA628129,,public,AC2C5C30A2D8DEDD9F33622976967A70,457B0B82DB5B814705456F8564ABE03C
SRR6254893,2017/11/3 18:15,2017/11/3 16:30,28501669,8607504038,28501669,302,3.75,3845,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006108/SRR6254893,SRX3361408,ASGNO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123605,PRJNA405876,,405876,SRS2660096,SAMN07631334,simple,942017,activated sludge metagenome,Gp0119694,,,,,,,no,,,,,JGI,SRA628157,,public,4B6DB442E7481691D3CA65A08F005A8E,C6C8ECF70AA8C78EFED4E6A5B5317C89
SRR6254984,2017/11/3 18:18,2017/11/3 16:55,26208567,7914987234,26208567,302,3.29,3370,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006108/SRR6254984,SRX3361499,ASGNP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123606,PRJNA405877,,405877,SRS2660187,SAMN07631335,simple,942017,activated sludge metagenome,Gp0119695,,,,,,,no,,,,,JGI,SRA628237,,public,F05C2A431A3655E927D3F9EC2D89010E,A50028A4C86C650A6CDABA1306D0EA50
SRR6255402,2017/11/3 19:23,2017/11/3 18:03,32975027,9958458154,32975027,302,4.34,4441,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006108/SRR6255402,SRX3361917,ASGNS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123608,PRJNA405878,,405878,SRS2660605,SAMN07631336,simple,942017,activated sludge metagenome,Gp0119696,,,,,,,no,,,,,JGI,SRA628352,,public,CD2A8BC1988B5382A37881D2EE42A154,23E6738D109E29CE8DD296890B11EE0A
SRR6255513,2017/11/3 20:11,2017/11/3 19:25,27484771,8300400842,27484771,302,3.60,3690,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006108/SRR6255513,SRX3362001,ASGNT,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123616,PRJNA405879,,405879,SRS2660688,SAMN07631337,simple,942017,activated sludge metagenome,Gp0119697,,,,,,,no,,,,,JGI,SRA628376,,public,BF6BE9D46F226479CD5CC601AE5303FC,1A5CEACF47D272F502C90CB8A7BF6340
SRR6255520,2017/11/3 20:00,2017/11/3 19:55,23799599,7187478898,23799599,302,3.11,3188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR6255520/SRR6255520.1,SRX3362009,ASGNW,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123618,PRJNA405880,,405880,SRS2660695,SAMN07631338,simple,942017,activated sludge metagenome,Gp0119699,,,,,,,no,,,,,JGI,SRA628378,,public,F8897841ABBFDBF5869F0879DE545BDC,A82F92D008F8DC4A96397B4ADB2F3CFC
SRR6255521,2017/11/3 20:57,2017/11/3 20:11,27158668,8201917736,27158668,302,3.44,3520,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006108/SRR6255521,SRX3362012,ASGNY,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123619,PRJNA405882,,405882,SRS2660696,SAMN07631340,simple,942017,activated sludge metagenome,Gp0119701,,,,,,,no,,,,,JGI,SRA628379,,public,F5182C4E28469FD916AF1004281966D8,2D6F886C6CBB350D762D9D9BD057758D
SRR6255522,2017/11/3 21:02,2017/11/3 20:14,28161956,8504910712,28161956,302,3.85,3941,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006108/SRR6255522,SRX3362013,ASGNX,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123620,PRJNA405881,,405881,SRS2660700,SAMN07631339,simple,942017,activated sludge metagenome,Gp0119700,,,,,,,no,,,,,JGI,SRA628380,,public,A92B1F8ACA6A67CB9C338B0721E17BC6,6DEC1FE927CA96BC8B7E9C373137D069
SRR6255733,2017/11/3 21:51,2017/11/3 21:32,25777748,7784879896,25777748,302,3.42,3503,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006109/SRR6255733,SRX3362191,ASGOC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123634,PRJNA405883,,405883,SRS2660872,SAMN07631341,simple,942017,activated sludge metagenome,Gp0119705,,,,,,,no,,,,,JGI,SRA628392,,public,3C4FA9A9671EEDF0F69CF6CD2FAD57D3,1942F83641DEE0BA9AB1070205B14188
SRR6255746,2017/11/3 22:08,2017/11/3 22:01,28471032,8598251664,28471032,302,3.62,3709,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR6255746/SRR6255746.1,SRX3362204,ASGOG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP123647,PRJNA405884,,405884,SRS2660886,SAMN07631342,simple,942017,activated sludge metagenome,Gp0119706,,,,,,,no,,,,,JGI,SRA628396,,public,410D2AD1FE1CC537D6795A4399D897B5,82621E30A4E007A63BC7DA2B5E7B7E65
SRR6960507,2018/4/8 0:35,2018/4/7 23:02,40795210,12320153420,40795210,302,5.56,5689,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960507,SRX3903243,BTPNC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138665,PRJNA444692,,444692,SRS3140135,SAMN08776836,simple,942017,activated sludge metagenome,Gp0197953,,,,,,,no,,,,,JGI,SRA684035,,public,53D53C0CC6737F10A619C6517FC9643C,3041B36C6D20E3B42A532C67064083B5
SRR6960509,2018/4/8 1:02,2018/4/8 0:53,34836893,10520741686,34836893,302,4.67,4777,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960509,SRX3903245,BTPNW,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138667,PRJNA444701,,444701,SRS3140137,SAMN08777087,simple,942017,activated sludge metagenome,Gp0197962,,,,,,,no,,,,,JGI,SRA684045,,public,E4D57F09D27DC540EF2266248806C002,3D22E994F740BFAE6A81F8F66B3C11DE
SRR6960540,2018/4/8 1:02,2018/4/8 0:50,25423982,7678042564,25423982,302,3.37,3449,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960540,SRX3903276,BTPNN,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138670,PRJNA444695,,444695,SRS3140162,SAMN08777088,simple,942017,activated sludge metagenome,Gp0197956,,,,,,,no,,,,,JGI,SRA684041,,public,D95B38EE217329A97C1DC277C09017F2,840BF1FB5958DC1D65E7E8774809F04C
SRR6960549,2018/4/8 1:08,2018/4/8 1:01,40968039,12372347778,40968039,302,5.79,5926,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960549,SRX3903285,BTPNH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138672,PRJNA444694,,444694,SRS3140164,SAMN08777615,simple,942017,activated sludge metagenome,Gp0197955,,,,,,,no,,,,,JGI,SRA684040,,public,F12EC2E3AFE97E2E182DAF5B424B76D2,54681C5ED2C33BC806BE408A26B4062F
SRR6960550,2018/4/8 1:02,2018/4/8 0:53,31323186,9459602172,31323186,302,4.21,4314,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960550,SRX3903286,BTPNP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138673,PRJNA444697,,444697,SRS3140165,SAMN08776835,simple,942017,activated sludge metagenome,Gp0197958,,,,,,,no,,,,,JGI,SRA684042,,public,792AC5CE9B9E90A093D49908106B0138,59D6E0B3442B83D293CCAFF41DEB2413
SRR6960551,2018/4/8 1:11,2018/4/8 1:04,37463574,11313999348,37463574,302,4.71,4820,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960551,SRX3903287,BTPNU,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138674,PRJNA444700,,444700,SRS3140166,SAMN08776820,simple,942017,activated sludge metagenome,Gp0197961,,,,,,,no,,,,,JGI,SRA684043,,public,2D682DCB530CEC6E53B75D65F8AB46CB,63DDE320ED23433A3CEA8B49239CB371
SRR6960797,2018/4/8 2:19,2018/4/8 2:04,38091031,11503491362,38091031,302,5.02,5141,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960797,SRX3903406,BTPNX,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138676,PRJNA444702,,444702,SRS3140168,SAMN08777086,simple,942017,activated sludge metagenome,Gp0197963,,,,,,,no,,,,,JGI,SRA684135,,public,0D6136EB3255A36F8E5EE3BFA72EF436,12EB20DB1744FD49F1466A8DC91F259E
SRR6960799,2018/4/8 2:42,2018/4/8 2:16,33066201,9985992702,33066201,302,4.21,4312,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960799,SRX3903408,BTPOB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138678,PRJNA444706,,444706,SRS3140170,SAMN08777064,simple,942017,activated sludge metagenome,Gp0197967,,,,,,,no,,,,,JGI,SRA684159,,public,25B21BA81197E69B585834628F25CB0F,0795038063E5D37ED8ED871CE1506150
SRR6960800,2018/4/8 2:42,2018/4/8 2:11,28374689,8569156078,28374689,302,3.95,4045,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960800,SRX3903409,BTPOO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138679,PRJNA444711,,444711,SRS3140171,SAMN08776663,simple,942017,activated sludge metagenome,Gp0197972,,,,,,,no,,,,,JGI,SRA684161,,public,1F63BDBDBB00EE65EDC57872F3574E53,8B2772A7DC7E060B267A4DAA76291ADB
SRR6960801,2018/4/8 2:47,2018/4/8 2:18,36504444,11024342088,36504444,302,4.93,5048,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960801,SRX3903410,BTPON,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138680,PRJNA444710,,444710,SRS3140172,SAMN08777063,simple,942017,activated sludge metagenome,Gp0197971,,,,,,,no,,,,,JGI,SRA684160,,public,F566C88E76C5BFCA0889113B6E5F5501,C61AD46908E20016428D9593D7349D9C
SRR6960802,2018/4/8 2:47,2018/4/8 2:19,34241342,10340885284,34241342,302,4.65,4760,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960802,SRX3903411,BTPOA,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138681,PRJNA444705,,444705,SRS3140173,SAMN08776819,simple,942017,activated sludge metagenome,Gp0197966,,,,,,,no,,,,,JGI,SRA684162,,public,9E47B79DA9C56B197E698E710E94DBD8,538AF85217BB58A347E3E721DDA66710
SRR6960803,2018/4/8 2:57,2018/4/8 2:30,34966649,10559927998,34966649,302,4.81,4924,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006797/SRR6960803,SRX3903412,BTPOS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP138682,PRJNA444713,,444713,SRS3140174,SAMN08777062,simple,942017,activated sludge metagenome,Gp0197974,,,,,,,no,,,,,JGI,SRA684163,,public,9D1421968FEAC08948C187045CB98841,AA93D88EFD43914EB78A48D7FC3E3FDB
SRR6977037,2018/4/10 10:52,2018/4/10 10:49,9342309,2374602452,9342309,254,0.96,979,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006813/SRR6977037,SRX3918609,BM11,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP139287,PRJNA449491,,449491,SRS3153619,SAMN08905362,simple,942017,activated sludge metagenome,Santiago_MetaT_control,,,,,,,no,,,,,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,SRA685751,,public,F1DB4DDAFC86A720CF6C938B8D053C36,3E2450772F42DF4841340A3F41655E7B
SRR6977038,2018/4/10 10:53,2018/4/10 10:50,8876807,2262128523,8876807,254,0.90,925,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006813/SRR6977038,SRX3918608,BM12,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP139287,PRJNA449491,,449491,SRS3153619,SAMN08905362,simple,942017,activated sludge metagenome,Santiago_MetaT_control,,,,,,,no,,,,,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,SRA685751,,public,F3107420905C9758D3AA80272033ABFE,E1B28E1EF63651032FE3F29ED33A1BB0
SRR6977039,2018/4/10 10:52,2018/4/10 10:49,6805423,1731526652,6805423,254,0.70,712,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006813/SRR6977039,SRX3918607,BM13,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP139287,PRJNA449491,,449491,SRS3153619,SAMN08905362,simple,942017,activated sludge metagenome,Santiago_MetaT_control,,,,,,,no,,,,,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,SRA685751,,public,9D521476BE46A84D086CFE547F2D088D,5AE891C6DF87EECFD50CCA268B1CE550
SRR6977040,2018/4/10 10:53,2018/4/10 10:50,7606705,2014442326,7606705,264,0.80,819,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006813/SRR6977040,SRX3918606,MP11,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP139287,PRJNA449491,,449491,SRS3153618,SAMN08905363,simple,942017,activated sludge metagenome,Santiago_MetaT_enzymatic,,,,,,,no,,,,,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,SRA685751,,public,1EE3150BD60052FB06D20F62EC1F0B78,3544EA86A3BE1756BA2FD393F27D5039
SRR6977041,2018/4/10 10:52,2018/4/10 10:49,6653710,1753631813,6653710,263,0.72,737,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006813/SRR6977041,SRX3918605,MP12,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP139287,PRJNA449491,,449491,SRS3153618,SAMN08905363,simple,942017,activated sludge metagenome,Santiago_MetaT_enzymatic,,,,,,,no,,,,,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,SRA685751,,public,F6C7B10055C8C627946569F2824497B4,DA63DB7675BFA5AC92C89206BFFD2902
